vid,sample_name,fid,exp,iou
AxjZti5_t94_90000_100000,AxjZti5_t94_90000_100000_pipa_6,0,The item being held by the individual on the left.,0.1460951924465518
NDq6ZtDNvVY_200000_210000,NDq6ZtDNvVY_200000_210000_couch_6,0,The sofa positioned behind the man.,0.1466599116503823
AxjZti5_t94_90000_100000,AxjZti5_t94_90000_100000_pipa_3,0,The object being held by the person on the left.,0.1477846139394907
JStvWj9GKhQ_14000_24000,JStvWj9GKhQ_14000_24000_violin_4,1,The entity producing the most intense sound.,0.1479582263669448
AxjZti5_t94_90000_100000,AxjZti5_t94_90000_100000_pipa_2,0,The sounding object on the left of the guzheng.,0.1483984981827224
LdB5pW9c_N4_477000_487000,LdB5pW9c_N4_477000_487000_tabla_3,1,The object making a sound by being played by the right hand of the man wearing no cap.,0.1488021493570409
aZenX0O9A7A_91000_101000,aZenX0O9A7A_91000_101000_bass_1,2,The object making a sound by being played by the man.,0.1490741256882071
JStvWj9GKhQ_14000_24000,JStvWj9GKhQ_14000_24000_violin_3,1,The object making a sound by being played by the person on the left.,0.1491948170060975
JStvWj9GKhQ_14000_24000,JStvWj9GKhQ_14000_24000_violin_2,1,The object making a sound by being played by the woman.,0.1493658280425734
JgkUToh3HeY_49000_59000,JgkUToh3HeY_49000_59000_guzheng_1,3,The object making a sound by being played by the woman in red.,0.1521143296975968
LFs44HbaTr8_46000_56000,LFs44HbaTr8_46000_56000_guzheng_4,1,The entity producing the most intense sound.,0.1528183132949571
JVjDa0NmfeE_173000_183000,JVjDa0NmfeE_173000_183000_cat_6,0,The sounding object to the right of the white and yellow cat at the beginning of the video.,0.1539990768381567
JVjDa0NmfeE_173000_183000,JVjDa0NmfeE_173000_183000_cat_1,0,The black cat.,0.1550490873207039
U1dZX1ReD88_48000_58000,U1dZX1ReD88_48000_58000_cello_1,0,The sounding object on the right of the saxophone.,0.1553558908026534
zM7QopQ3MgI_499000_509000,zM7QopQ3MgI_499000_509000_tabla_1,1,The object making a sound by being played by the man on the left.,0.1561133366194467
U1dZX1ReD88_48000_58000,U1dZX1ReD88_48000_58000_cello_5,0,The object with a shorter sound duration than the saxophone.,0.1563655429792116
JgkUToh3HeY_49000_59000,JgkUToh3HeY_49000_59000_guzheng_4,3,The object being played by the woman in red.,0.1565037305975109
JStvWj9GKhQ_14000_24000,JStvWj9GKhQ_14000_24000_violin_5,1,The object being played by the woman.,0.1565079550336797
zM7QopQ3MgI_319000_329000,zM7QopQ3MgI_319000_329000_tabla_1,1,the object making a sound by being played by the person on the left.,0.1569118567232328
DOe5REXClL8_60000_70000,DOe5REXClL8_60000_70000_accordion_4,3,The sounding entity positioned in front of the piano.,0.1569713503260302
Pe1LuVFTczE_358000_368000,Pe1LuVFTczE_358000_368000_guitar_4,0,The entity producing a slower rhythm than the pipa.,0.1574567831164563
zM7QopQ3MgI_319000_329000,zM7QopQ3MgI_319000_329000_tabla_2,1,The object making a sound by being played by the man on the left.,0.1574763256888159
Ptm0GYEf4AI_40000_50000,Ptm0GYEf4AI_40000_50000_saw_5,1,The sound-producing entity at the begining.,0.1582660020463754
JStvWj9GKhQ_14000_24000,JStvWj9GKhQ_14000_24000_violin_6,1,The object being played by the individual on the left.,0.1594597296195218
LxIi6zy5zJ4_110000_120000,LxIi6zy5zJ4_110000_120000_car_3,1,The car appearing through the entire video.,0.1597526572754249
OFgcrlxku9g_160000_170000,OFgcrlxku9g_160000_170000_cello_1,2,The object being held by the woman.,0.1598527888138613
p2u4OJKqMxE_130000_140000,p2u4OJKqMxE_130000_140000_cello_6,1,The cello remained silent.,0.161764344800533
TCcD-vOUtNc_99000_109000,TCcD-vOUtNc_99000_109000_harp_1,1,The sounding object in front of the woman in red.,0.162333425633472
U1pyRmKgnrM_142000_152000,U1pyRmKgnrM_142000_152000_razor_3,1,The object making the longest sound duration.,0.1626244628973697
topmJqYT-Ts_1000_11000,topmJqYT-Ts_1000_11000_cello_4,1,Controlled by the woman on the right_the object sounded.,0.1650013532866333
EDsWcIijZCw_114000_124000,EDsWcIijZCw_114000_124000_clock_5,1,The source of the audio.,0.169660408745589
zPMUL7f4OOU_420000_430000,zPMUL7f4OOU_420000_430000_cello_6,0,Controlled by the man on the far right_the object sounded.,0.1702294546757537
-3ABOVeVmpU_136000_146000,-3ABOVeVmpU_136000_146000_woman_4,0,The entity emitting sound through vocal melody.,0.1703355637787404
WkbCFN97-NM_126000_136000,WkbCFN97-NM_126000_136000_bass_6,2,The object being played by the man on the right.,0.1708396092472001
cmNI6jiMKik_46000_56000,cmNI6jiMKik_46000_56000_piano_3,2,The piano being played by a woman.,0.1712294337872256
f0jKjIOFzAY_243000_253000,f0jKjIOFzAY_243000_253000_saxophone_4,0,The item held by the man.,0.1723845350471463
f0jKjIOFzAY_243000_253000,f0jKjIOFzAY_243000_253000_saxophone_2,0,The saxophone being held by the woman on the left,0.1726889125641329
f0jKjIOFzAY_243000_253000,f0jKjIOFzAY_243000_253000_saxophone_5,0,The saxophone being held by the woman to the left.,0.1726912771076911
LxIi6zy5zJ4_110000_120000,LxIi6zy5zJ4_110000_120000_car_1,1,The object behind the cat.,0.1727424907603905
CpCubAYD3ic_225000_235000,CpCubAYD3ic_225000_235000_razor_3,1,The object behind the sounding man.,0.1734894717759896
LxIi6zy5zJ4_110000_120000,LxIi6zy5zJ4_110000_120000_car_6,1,The car appearing throughout the entire video.,0.1737839209620987
cmNI6jiMKik_46000_56000,cmNI6jiMKik_46000_56000_piano_6,2,The piano played by a woman.,0.1738061105022876
f0jKjIOFzAY_243000_253000,f0jKjIOFzAY_243000_253000_saxophone_1,0,The object held by the man.,0.1746326031334935
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_guitar_4,2,The sounding object in front of the man on the left.,0.1759476482574208
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_piano_1,1,The sounding object on the right of the woman.,0.176657987832658
dVa49WwXzr8_1023000_1033000,dVa49WwXzr8_1023000_1033000_marimba_4,1,The instrument being played by the standing man_generating sound.,0.178008249048734
LxIi6zy5zJ4_110000_120000,LxIi6zy5zJ4_110000_120000_car_4,1,The object positioned behind the cat.,0.1788493498868954
CpCubAYD3ic_225000_235000,CpCubAYD3ic_225000_235000_razor_1,1,The object that making a sound after the man.,0.1810589173936804
CpCubAYD3ic_225000_235000,CpCubAYD3ic_225000_235000_razor_2,1,The object that making a sound after the man.,0.1810589173936804
4bg9UqOSeBo_160000_170000,4bg9UqOSeBo_160000_170000_dog_5,2,The entity emitting intermittent sound.,0.1816674082954415
CpCubAYD3ic_225000_235000,CpCubAYD3ic_225000_235000_razor_5,1,The object succeeding the man in sound emission.,0.1821757092604153
BRAQLY85x5U_75000_85000,BRAQLY85x5U_75000_85000_harp_3,3,The object that keeps making sound at all times.,0.1829604469617121
CpCubAYD3ic_225000_235000,CpCubAYD3ic_225000_235000_razor_4,1,The object following the man in sound emission.,0.1841757590700303
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_guitar_1,2,The sounding object in front of the man on the left,0.1851156113699424
E8zQtjE2Q0M_105000_115000,E8zQtjE2Q0M_105000_115000_handpan_5,1,The object being played by the man in green_producing sound.,0.1859326878549005
AxjZti5_t94_90000_100000,AxjZti5_t94_90000_100000_guzheng_5,2,The sounding object to the right of the pipa.,0.1865852116992886
2QAev97bk0c_75000_85000,2QAev97bk0c_75000_85000_ukulele_2,3,The object making a sound by being played by the man wearing white pants.,0.1874300104103297
BRAQLY85x5U_75000_85000,BRAQLY85x5U_75000_85000_harp_6,3,The perpetual noise-emitting entity.,0.1885963993517814
BRAQLY85x5U_75000_85000,BRAQLY85x5U_75000_85000_harp_2,1,The sounding object on the left of the woman wearing the glasses.,0.1891392085991158
G4ub_r9kYX0_26000_36000,G4ub_r9kYX0_26000_36000_ukulele_6,1,The ultimate sound-producing object.,0.1891401173858877
E8zQtjE2Q0M_105000_115000,E8zQtjE2Q0M_105000_115000_handpan_2,1,The object making a sound by being played by the man in green.,0.18916149289918
BRAQLY85x5U_75000_85000,BRAQLY85x5U_75000_85000_harp_5,1,The sounding object to the left of the woman wearing glasses.,0.1900459771981001
EDsWcIijZCw_114000_124000,EDsWcIijZCw_114000_124000_clock_2,1,The sounding object.,0.1903272636944798
BRAQLY85x5U_75000_85000,BRAQLY85x5U_75000_85000_harp_4,1,The object being played by the woman.,0.1908643098319602
Bq_d0kJRs4k_136000_146000,Bq_d0kJRs4k_136000_146000_dog_1,0,The object that making a sound before the hair-dryer.,0.1918365971729391
872Lwp3MOro_6000_16000,872Lwp3MOro_6000_16000_couch_1,0,the couch.,0.1922283063770359
4bg9UqOSeBo_160000_170000,4bg9UqOSeBo_160000_170000_dog_4,2,The entity with the briefest duration of sound.,0.192250508829892
BRAQLY85x5U_75000_85000,BRAQLY85x5U_75000_85000_harp_1,1,The object making a sound by being played by the woman.,0.1926529828576285
kF2y7RIC7-Y_258000_268000,kF2y7RIC7-Y_258000_268000_ukulele_5,1,The instrument being played by the girl_producing sound.,0.1932473118152234
oP550FUJxUA_97000_107000,oP550FUJxUA_97000_107000_tabla_6,1,The instrument played by the man on the left.,0.1932784957376902
Bq_d0kJRs4k_136000_146000,Bq_d0kJRs4k_136000_146000_dog_5,0,The inaugural sound-producing entity.,0.1947709216350386
oP550FUJxUA_97000_107000,oP550FUJxUA_97000_107000_tabla_1,1,The object making a sound by being played by the man on the left.,0.1948367104950909
oP550FUJxUA_97000_107000,oP550FUJxUA_97000_107000_tabla_3,1,The object being played by the man on the left.,0.1952096532504844
sV1o5VmL-9g_824000_834000,sV1o5VmL-9g_824000_834000_man_3,0,The man that makes louder sound than dog.,0.1952456612241268
EDsWcIijZCw_114000_124000,EDsWcIijZCw_114000_124000_clock_4,1,The object with the longest duration of sound.,0.1955985397497252
EDsWcIijZCw_114000_124000,EDsWcIijZCw_114000_124000_clock_6,1,The object emitting the most intense sound.,0.1974062720501241
oP550FUJxUA_97000_107000,oP550FUJxUA_97000_107000_tabla_5,1,The instrument being played by the man with glasses.,0.19740928320211
oP550FUJxUA_97000_107000,oP550FUJxUA_97000_107000_tabla_4,1,The instrument being played by the man on the left.,0.198898485211192
872Lwp3MOro_6000_16000,872Lwp3MOro_6000_16000_couch_2,0,The couch sit by a woman.,0.199738691481604
LFs44HbaTr8_46000_56000,LFs44HbaTr8_46000_56000_guzheng_5,1,The entity with the lengthiest duration of sound.,0.2010992746194616
oP550FUJxUA_97000_107000,oP550FUJxUA_97000_107000_tabla_2,1,The object making a sound by being played by the man with glasses.,0.2020479924490417
bELyeHxF7eA_42000_52000,bELyeHxF7eA_42000_52000_violin_3,1,The object making the loudest sound.,0.2029455687188424
4bg9UqOSeBo_160000_170000,4bg9UqOSeBo_160000_170000_dog_1,2,The object making the shortest sound duration.,0.2038547243827863
sMsrz5VqchQ_130000_140000,sMsrz5VqchQ_130000_140000_piano_1,0,The object making a sound by being played by the woman.,0.2039107698896309
AxjZti5_t94_42000_52000,AxjZti5_t94_42000_52000_guzheng_5,3,The sounding object to the right of the pipa.,0.2042355879101517
4bg9UqOSeBo_160000_170000,4bg9UqOSeBo_160000_170000_dog_2,2,The object making the intermittent sound.,0.2059233113199212
Bq_d0kJRs4k_136000_146000,Bq_d0kJRs4k_136000_146000_dog_4,0,The object preceding the hair-dryer in sound production.,0.2062358003673815
ZU0JSxWk1Po_16000_26000,ZU0JSxWk1Po_16000_26000_guzheng_4,1,The object being played by the woman on the right.,0.2070639108398546
FHSoSamzdAY_845000_855000,FHSoSamzdAY_845000_855000_violin_2,0,The object making a sound by being played by the woman on the right.,0.2073181389760399
oRSCL3149fI_87000_97000,oRSCL3149fI_87000_97000_piano_4,2,The instrument being played by the woman_emitting sound.,0.2074441203958834
FHSoSamzdAY_845000_855000,FHSoSamzdAY_845000_855000_violin_5,0,The object being played by the woman on the right_producing sound.,0.207660692814168
sHyhvtLTCbo_10000_20000,sHyhvtLTCbo_10000_20000_piano_4,0,Controlled by the man to the left of the piano_the instrument resounded.,0.209140815476237
AxjZti5_t94_42000_52000,AxjZti5_t94_42000_52000_guzheng_6,3,The object emitting the lowest sound.,0.2095870754671856
FLqDjfVyBUg_10000_20000,FLqDjfVyBUg_10000_20000_ukulele_5,1,The perpetual noise-emitting object.,0.2097886519752894
CpCubAYD3ic_225000_235000,CpCubAYD3ic_225000_235000_razor_6,1,The object positioned behind the sounding man.,0.2101951933539226
LFs44HbaTr8_46000_56000,LFs44HbaTr8_46000_56000_pipa_1,0,The instrument that didn't make any sound.,0.2103978887531791
zM7QopQ3MgI_410000_420000,zM7QopQ3MgI_410000_420000_tabla_1,1,The object making a sound by being played by the man on the left.,0.2105464684715282
pG1aSAUbf4I_150000_160000,pG1aSAUbf4I_150000_160000_handpan_6,1,Positioned on the legs of the man on the right_the sounding object sat.,0.212735564922585
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_guitar_2,2,The object that keeps making sound at all times.,0.2129880845381631
LFs44HbaTr8_46000_56000,LFs44HbaTr8_46000_56000_pipa_5,0,The entity being held by the person on the left.,0.2132381549614717
WkbCFN97-NM_126000_136000,WkbCFN97-NM_126000_136000_bass_1,2,The bass being held by a man wearing a shirt.,0.2142734713771897
2QAev97bk0c_75000_85000,2QAev97bk0c_75000_85000_pipa_5,5,The entity played by the woman in green.,0.2143837468710185
2QAev97bk0c_75000_85000,2QAev97bk0c_75000_85000_pipa_6,5,The entity emitting the most intense sound.,0.2146615288478778
LOFX2UVozf8_80000_90000,LOFX2UVozf8_80000_90000_handpan_6,1,The perpetually sounding object.,0.2150113221522035
LFs44HbaTr8_46000_56000,LFs44HbaTr8_46000_56000_pipa_6,0,The entity being held by the woman on the left.,0.215167189990148
LFs44HbaTr8_46000_56000,LFs44HbaTr8_46000_56000_pipa_2,0,The object being held by the person on the left.,0.2165397692117302
LFs44HbaTr8_46000_56000,LFs44HbaTr8_46000_56000_pipa_3,0,The object being held by the woman on the left.,0.2165732756438662
wrdAEmNvEj4_831000_841000,wrdAEmNvEj4_831000_841000_car_1,3,The white car.,0.2168339022422127
CVA8LpBW3Sc_76000_86000,CVA8LpBW3Sc_76000_86000_saxophone_4,0,The object emitting sound following the cello.,0.2170546951687515
WkbCFN97-NM_126000_136000,WkbCFN97-NM_126000_136000_bass_3,2,The object making a sound by being played by the man on the right.,0.2175740278203567
CVA8LpBW3Sc_76000_86000,CVA8LpBW3Sc_76000_86000_saxophone_1,0,The object that making a sound after the cello.,0.2195438578155149
CVA8LpBW3Sc_76000_86000,CVA8LpBW3Sc_76000_86000_saxophone_5,0,The object being played by the man_producing sound.,0.2196714611582559
AxjZti5_t94_90000_100000,AxjZti5_t94_90000_100000_guzheng_6,2,The object being played by the individual on the right.,0.2231599781902333
U1pyRmKgnrM_142000_152000,U1pyRmKgnrM_142000_152000_razor_2,1,The first object to make a sound.,0.2243855796597799
89wbeFGWzkY_415000_425000,89wbeFGWzkY_415000_425000_man_2,1,The object making a sound by singing and playing accordion.,0.2244729635768572
CVA8LpBW3Sc_76000_86000,CVA8LpBW3Sc_76000_86000_saxophone_6,0,The object being played by the individual on the right_emitting sound.,0.2245392577585775
89wbeFGWzkY_415000_425000,89wbeFGWzkY_415000_425000_man_1,1,The object making a sound by singing.,0.2245431390676363
pG1aSAUbf4I_150000_160000,pG1aSAUbf4I_150000_160000_handpan_3,1,The sounding object on the legs of the man on the right.,0.2250906816587331
S_NJKy7Aoto_213000_223000,S_NJKy7Aoto_213000_223000_sitar_2,0,The sounding object on the right of the sounding tabla.,0.225439938353747
CjQmcO_Q5d8_42000_52000,CjQmcO_Q5d8_42000_52000_piano_2,4,The object making a sound by being played by the woman.,0.225987748110154
CVA8LpBW3Sc_76000_86000,CVA8LpBW3Sc_76000_86000_saxophone_3,0,The object making a sound by being played by the person on the right.,0.2260564602950294
EDsWcIijZCw_114000_124000,EDsWcIijZCw_114000_124000_clock_1,1,The object making the longest sound duration.,0.227180090043389
CVA8LpBW3Sc_76000_86000,CVA8LpBW3Sc_76000_86000_saxophone_2,0,The object making a sound by being played by the man.,0.2274653174828692
topmJqYT-Ts_1000_11000,topmJqYT-Ts_1000_11000_cello_1,1,The object making a sound by being played by the woman on the right.,0.2283227769353498
AxjZti5_t94_90000_100000,AxjZti5_t94_90000_100000_guzheng_4,2,The object being played by the woman on the right.,0.2284374849232357
OPVEPq_r-vk_211000_221000,OPVEPq_r-vk_211000_221000_cello_2,0,The sounding object near the woman.,0.2292149859907334
AxjZti5_t94_90000_100000,AxjZti5_t94_90000_100000_guzheng_3,2,The object making a sound by being played by the person on the right.,0.2302578626277195
2QAev97bk0c_75000_85000,2QAev97bk0c_75000_85000_pipa_3,5,The object making the loudest sound.,0.233213865184465
AxjZti5_t94_90000_100000,AxjZti5_t94_90000_100000_guzheng_1,2,The object making a sound by being played by the woman on the right.,0.2336652143328776
Pe1LuVFTczE_358000_368000,Pe1LuVFTczE_358000_368000_woman_1,1,The object making a sound by playing the pipa.,0.2341371168646063
LOFX2UVozf8_80000_90000,LOFX2UVozf8_80000_90000_handpan_3,1,The object that keeps making sound at all times.,0.2342797991471838
oRSCL3149fI_87000_97000,oRSCL3149fI_87000_97000_piano_1,2,The object making a sound by being played by the woman.,0.2346235091981307
q3YnhPgt-rM_118000_128000,q3YnhPgt-rM_118000_128000_cello_3,1,The object making a sound by being played by the man on the right.,0.2351257633877983
U1pyRmKgnrM_142000_152000,U1pyRmKgnrM_142000_152000_razor_5,1,The initial sound-producing object.,0.2361585742579338
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_guitar_3,2,The sounding guitar.,0.2366005723199102
BSkcM4ScyEs_150000_160000,BSkcM4ScyEs_150000_160000_handpan_5,2,The perpetual noise-emitting entity.,0.2366989986663401
9RjnpAQXLk8_60000_70000,9RjnpAQXLk8_60000_70000_harp_3,0,The sounding object on the left of the marimba.,0.2371305832533275
DOe5REXClL8_60000_70000,DOe5REXClL8_60000_70000_accordion_5,3,The object being played by the man_producing sound.,0.2371605123973785
2QKv1iBsTJM_190000_200000,2QKv1iBsTJM_190000_200000_man_1,1,The object making a sound by playing the instrument.,0.2373019431416743
oP550FUJxUA_16000_26000,oP550FUJxUA_16000_26000_tabla_3,1,The sounding object near the man on the left.,0.2408755555799044
EDsWcIijZCw_114000_124000,EDsWcIijZCw_114000_124000_clock_3,1,The object making the loudest sound.,0.2408921812300424
BSkcM4ScyEs_150000_160000,BSkcM4ScyEs_150000_160000_handpan_2,2,The object that keeps making sound at all times.,0.2412950911050187
Pe1LuVFTczE_358000_368000,Pe1LuVFTczE_358000_368000_woman_4,1,The entity producing sound through playing the pipa.,0.2415266807562965
872Lwp3MOro_6000_16000,872Lwp3MOro_6000_16000_couch_3,0,The object being sat on by the woman.,0.241528306704267
